MergeSort
Elements, Best, Worst, Average
483, 12324.085938, 12319.589844, 12265.083008
484, 12321.779297, 12266.869141, 12294.987305
485, 12365.488281, 12360.868164, 12340.508789
486, 12368.437500, 12348.126953, 12501.111328
487, 12423.874023, 12432.172852, 12500.521484
488, 12564.186523, 12434.256836, 12718.912109
489, 12525.428711, 12484.714844, 12522.740234
490, 12499.182617, 12488.731445, 12555.513672
491, 12585.598633, 12503.631836, 12613.362305
492, 12579.310547, 12571.032227, 12608.607422
493, 12687.550781, 12619.793945, 12653.570313
494, 12676.584961, 12718.669922, 12602.756836
495, 12579.228516, 12711.705078, 12509.005859
496, 12612.312500, 12663.529297, 12603.150391
497, 12703.641602, 12720.603516, 12654.814453
498, 12883.923828, 12733.000977, 12768.571289
499, 12722.811523, 12772.799805, 12753.436523
