BucketSort
Elements, Best, Worst, Average
349, 2749.512451, 2788.536621, 2750.926270
350, 2787.201172, 2771.513428, 2751.412598
351, 2769.570068, 2768.371338, 2825.091309
352, 2877.446777, 3075.557373, 2981.739258
353, 2884.824707, 2921.305908, 2961.133789
354, 3215.942871, 3358.740723, 3185.583496
355, 3162.194336, 3117.774170, 3288.628174
356, 2963.639404, 2929.277344, 2972.272705
357, 2976.134033, 2828.987793, 2875.387451
358, 2918.993408, 2867.918701, 2866.418701
359, 3032.079346, 2974.931885, 3030.161865
360, 2950.307861, 2965.823242, 2953.266357
361, 2842.420654, 2850.212402, 2840.186523
362, 3000.971924, 2933.631348, 3185.958740
363, 2982.167236, 3112.613037, 3178.365723
364, 3192.746582, 3315.531250, 3302.516846
365, 3790.254395, 3635.333252, 3632.091797
366, 3310.305420, 3235.103271, 3400.089111
367, 3536.140625, 3388.400391, 3516.908691
368, 3594.364014, 3715.339844, 3715.930908
369, 3676.726563, 3556.313965, 3637.263184
370, 3588.282715, 3480.241455, 3631.806152
371, 4364.928223, 4665.504395, 4440.780273
372, 3821.112549, 3833.280029, 3917.598145
373, 4813.681152, 4237.927734, 5181.369629
374, 3989.628174, 3927.272949, 3891.407471
375, 3765.812500, 3748.487061, 3835.551270
376, 4931.061523, 4476.168945, 4700.635742
377, 4884.166504, 4719.077148, 4757.813965
378, 4209.026367, 4498.057617, 4546.861816
379, 3964.922363, 4112.435547, 4094.366455
380, 4341.182617, 4164.823242, 4118.556641
381, 3746.008301, 3884.172363, 4014.686279
382, 3512.320801, 3576.147217, 3540.408691
383, 4441.691895, 4549.044434, 4352.700684
384, 3557.628906, 3666.204346, 3548.660156
385, 3793.932861, 4284.520508, 4024.645752
386, 4155.603027, 4656.401367, 4158.774902
387, 4417.089844, 4445.270508, 4415.517578
388, 4333.038574, 3993.826904, 4118.921875
389, 3626.514160, 3593.902832, 3597.232422
390, 4205.731445, 4452.320313, 3930.443359
391, 3699.853027, 3761.022217, 3740.303955
392, 3311.915283, 3273.052246, 3335.640625
393, 3545.891846, 3394.865723, 3493.123779
394, 3643.649170, 3525.086426, 3649.792480
395, 3783.444580, 3869.528809, 3713.909424
396, 3566.424316, 3746.732910, 3552.330811
397, 3605.072754, 3751.903564, 3682.143066
398, 3478.677246, 3434.180420, 3509.284424
399, 3575.237549, 3500.937988, 3688.228516
400, 4003.994141, 3906.794189, 3726.843018
401, 3979.859863, 3663.759277, 4314.754395
402, 4620.825684, 4335.766113, 4405.375488
403, 3819.222656, 3873.666748, 3595.017578
404, 4062.941895, 4174.557129, 3822.671875
405, 4161.824219, 4083.335938, 3867.637207
406, 3826.722656, 4108.823242, 4005.313232
407, 3404.252441, 3470.192139, 3496.901123
408, 3754.865723, 3998.239502, 3863.300049
409, 3448.156738, 3561.554199, 3446.420410
410, 3469.375732, 3665.175049, 3910.012207
411, 3731.487549, 3744.117188, 3770.291504
412, 3792.798828, 3819.271484, 3748.809082
413, 4022.250000, 3989.346924, 4255.590820
414, 3642.524902, 3627.294922, 3832.059326
415, 4510.892090, 4457.409180, 4500.895996
416, 3890.608887, 3748.910889, 3684.889404
417, 3440.430908, 3508.891113, 3376.139160
418, 3452.252686, 3433.839111, 3432.324219
419, 3724.325439, 3739.823730, 3794.312500
420, 4257.942383, 4160.042480, 4442.601563
421, 3917.083984, 3791.634033, 3580.669922
422, 4006.188232, 3977.593262, 3654.376953
423, 3658.298828, 3765.199707, 3474.887451
424, 3629.410156, 3693.760254, 3555.778809
425, 4030.071045, 4116.956055, 3771.647705
426, 3690.397217, 3779.815674, 3563.974609
427, 3618.809326, 3614.481689, 3664.627441
428, 3684.260498, 3965.158203, 3870.242920
429, 3649.126221, 3940.175781, 3817.634033
430, 3752.482422, 3860.877686, 3769.123535
431, 3598.708252, 3687.657715, 3571.482422
432, 3868.510498, 3655.115723, 3773.288330
433, 3752.251221, 3650.731201, 3769.898926
434, 3598.845215, 3671.113281, 3563.800049
